lines_of_code,cyclomatic_complexity,num_functions,num_classes,avg_function_length,defect
3131,9,39,89,36,1
4297,20,139,69,66,1
1078,48,61,89,161,1
2027,20,131,95,18,1
3404,4,143,18,184,1
2561,10,122,49,101,1
320,42,8,37,82,1
1236,40,90,22,76,1
4605,1,84,9,197,1
4250,35,173,45,162,1
3814,24,50,60,183,1
2448,44,66,13,155,1
4579,7,33,73,59,1
4285,22,177,92,163,1
4232,23,145,8,70,1
1761,1,41,21,31,1
2280,24,19,67,192,1
178,20,11,88,104,1
1319,32,60,16,188,1
3722,31,21,49,96,1
1651,33,172,33,139,1
4815,36,91,39,198,1
4020,18,151,68,152,0
4294,37,79,80,132,1
4997,33,86,13,92,1
677,33,13,8,111,1
3847,5,174,24,153,1
2094,18,53,91,43,1
3602,9,185,64,178,1
2391,42,183,69,81,1
3264,31,11,3,160,1
299,7,81,17,59,1
2975,15,143,98,98,1
1024,46,168,15,113,1
1375,4,98,68,92,1
1033,46,143,3,65,1
938,39,13,61,51,1
2987,8,157,74,193,1
2167,24,165,79,144,1
2722,8,111,22,198,1
1376,5,195,50,159,0
520,23,187,67,180,1
2037,43,48,20,136,1
140,34,186,97,33,1
579,15,42,89,65,1
4806,47,10,26,113,1
4109,19,144,11,15,1
4884,25,177,19,75,1
2823,39,104,44,175,1
1736,4,93,99,26,1
241,46,82,44,13,1
2036,8,100,36,99,1
3673,29,182,39,84,1
2235,42,99,87,15,1
4490,13,190,18,26,1
1058,38,116,17,67,1
3833,36,194,5,152,1
4348,37,89,14,64,1
4718,42,92,88,69,1
4337,45,119,49,173,1
2102,43,101,63,32,1
3358,31,171,97,58,1
1766,19,47,32,191,1
360,37,19,26,184,1
4588,25,145,72,62,1
1310,37,86,96,82,1
3982,1,154,58,110,1
3318,21,79,16,144,1
634,41,189,99,112,1
2849,39,157,66,46,1
409,41,190,93,110,1
2916,26,71,39,25,1
2061,42,82,15,163,1
4989,3,114,20,159,1
4056,41,120,42,83,1
1675,5,136,38,153,1
2814,43,52,53,78,1
940,29,123,72,171,1
781,33,61,69,177,1
4011,2,103,93,37,1
4751,18,168,45,46,1
2554,14,153,45,56,1
664,40,78,87,79,1
3856,30,98,9,106,1
1769,29,10,53,109,1
4819,29,80,33,146,1
1637,19,52,31,120,1
1661,46,29,89,199,1
946,26,186,56,82,1
327,46,179,27,98,1
4697,40,70,4,57,1
1686,9,136,66,51,1
2208,46,22,70,173,1
2482,44,172,85,119,1
3954,13,122,93,140,1
4906,38,113,27,93,1
3312,31,37,87,45,1
1499,14,191,24,113,1
4550,31,108,33,196,1
1282,15,131,26,124,1
4167,34,173,60,171,1
727,10,90,56,184,1
2708,21,105,7,85,1
2078,39,163,42,134,1
3808,25,38,95,141,1
4674,37,194,13,38,1
2087,40,84,1,9,1
2699,20,124,39,168,1
706,45,41,23,149,1
215,7,78,66,26,1
4994,18,16,0,184,1
4641,41,50,27,17,1
639,44,164,25,131,1
4574,26,47,88,156,1
2871,17,123,26,5,1
4308,42,189,9,152,1
1312,7,82,58,110,1
121,28,199,58,112,1
3566,21,11,39,140,0
4800,37,143,87,9,1
3630,23,174,31,68,1
318,47,124,10,64,1
1826,48,191,0,184,1
2512,48,66,65,53,1
1318,10,139,14,7,1
1065,46,104,71,169,1
2772,17,33,12,79,1
1133,38,122,25,7,1
4151,1,12,33,155,1
456,11,132,87,50,1
3126,33,179,0,155,1
1035,31,84,4,157,1
3653,44,101,40,90,1
4535,24,3,40,74,1
759,20,61,52,26,1
2668,47,43,18,98,1
4899,5,2,75,82,1
1461,42,72,72,176,1
4671,26,47,56,177,1
1535,49,88,1,153,1
3000,42,19,71,54,1
4701,7,1,9,54,1
2984,27,194,92,177,1
4164,18,140,86,21,1
4720,38,43,26,69,1
1053,31,55,60,126,1
2516,9,169,36,15,1
2516,2,102,79,16,1
1988,44,191,42,88,1
1989,37,62,60,186,1
1685,47,110,95,141,1
1748,45,57,76,110,1
4577,29,20,5,18,1
2141,34,14,61,80,1
1945,15,165,86,196,1
4290,46,107,63,155,1
3448,9,72,35,149,0
1123,16,117,59,185,0
2452,2,191,87,149,1
4945,1,5,60,54,1
3262,9,171,10,92,1
4087,20,84,93,147,1
1201,46,71,14,176,1
2495,2,51,80,193,1
2006,1,197,93,158,1
4608,10,41,21,140,1
3957,23,190,78,51,1
857,19,151,2,121,1
236,18,87,84,101,1
4877,24,145,52,58,1
4574,22,169,37,80,1
1357,20,19,46,6,1
2334,11,29,50,179,1
4916,9,122,50,139,1
807,15,132,8,34,1
4281,16,197,52,157,1
4937,13,142,14,127,1
3904,6,37,21,176,1
4316,25,170,35,17,1
2256,47,184,54,37,1
3608,15,4,96,179,1
1630,18,6,47,29,1
1011,43,111,84,173,1
3897,33,11,85,34,1
3625,14,148,6,128,1
925,34,142,90,51,1
2468,2,1,68,13,1
4248,20,191,87,131,1
1051,42,105,1,186,1
3434,16,102,21,152,1
4116,3,87,69,73,1
2895,46,142,89,152,1
1531,30,71,48,20,1
3351,23,49,57,21,1
707,39,134,66,185,1
2830,23,176,56,80,1
472,3,61,3,129,1
3731,13,151,45,88,1
4316,46,40,61,45,1
2760,40,185,12,155,1
502,29,150,18,148,1
2447,23,123,33,22,1
2025,40,146,44,43,1
1707,17,161,48,99,0
2591,21,123,43,149,1
3125,29,75,7,14,1
3214,37,7,9,74,1
3016,5,40,20,115,1
2103,21,110,18,45,1
337,2,93,62,121,1
3267,23,65,74,190,1
3904,11,167,8,108,1
1497,15,62,58,167,1
657,23,127,43,183,1
4602,7,49,83,34,1
1814,43,34,37,45,1
1275,34,90,73,190,1
1285,38,125,60,26,1
1079,41,187,0,183,1
2721,49,126,28,119,1
4012,44,79,30,108,1
4592,6,29,89,110,1
4980,16,25,19,10,0
3227,2,60,69,33,1
3772,32,70,94,71,1
4956,43,27,59,87,1
1525,47,68,75,195,1
2946,38,68,16,180,1
858,28,108,53,75,1
1028,41,171,23,133,1
2513,9,106,69,167,1
775,25,37,57,113,1
2551,26,178,54,122,1
3412,45,28,18,133,1
1266,26,164,40,39,1
4101,5,67,45,163,1
2247,17,188,50,124,1
2856,26,17,97,183,1
828,26,95,2,136,1
1022,43,190,62,24,1
2860,9,89,37,119,1
2173,23,47,16,196,1
648,24,177,82,183,1
3391,41,88,67,73,1
274,9,23,62,31,1
890,10,76,76,132,1
1864,6,113,8,166,1
4859,4,69,29,106,1
1156,1,74,67,134,1
174,6,189,23,78,1
3296,38,79,55,148,1
2981,29,39,78,42,1
4175,44,23,54,113,1
3021,3,177,72,178,1
2067,45,192,19,110,1
2465,24,151,49,73,1
4640,42,16,94,72,1
3146,9,161,31,182,1
1659,17,51,6,67,1
767,43,50,35,86,1
3611,38,80,4,159,1
1066,42,66,65,131,1
3615,14,158,8,104,1
4751,36,98,25,141,1
4520,45,35,80,80,1
2010,33,124,95,120,1
1098,20,187,29,46,1
1407,34,125,4,104,1
3476,3,27,42,151,1
165,20,112,19,199,1
2145,3,164,69,143,1
1851,6,158,7,22,0
2196,29,182,95,53,1
1670,39,36,75,162,1
4830,43,61,89,132,1
3000,31,161,59,26,1
3842,39,193,19,134,1
2991,49,97,39,100,1
4955,21,130,76,30,1
1027,44,12,87,160,1
3116,1,71,97,78,1
833,33,131,71,191,1
290,10,135,15,112,1
1603,26,173,20,168,1
4628,3,7,57,123,1
1062,14,188,85,170,1
236,8,113,94,89,1
1931,48,16,84,55,1
4636,32,61,74,142,1
480,41,187,20,128,1
288,36,156,43,88,1
2395,27,195,87,81,1
125,33,164,80,147,1
1406,21,124,4,191,1
4972,26,48,10,60,1
2380,14,24,71,199,0
4736,43,104,69,180,1
1952,36,190,8,50,1
4063,28,150,28,77,1
4720,28,70,38,38,1
2109,21,73,5,29,1
190,48,100,5,60,1
1839,41,105,83,127,1
3676,29,76,26,119,1
66,46,143,14,60,1
4398,38,70,87,69,1
514,34,174,71,49,1
4521,1,57,97,100,1
1877,20,15,88,93,1
3078,26,76,66,135,1
569,27,142,75,152,1
139,23,66,92,92,1
4865,7,62,8,101,1
2901,22,27,18,149,1
2893,47,44,41,87,1
4775,37,44,88,46,1
1934,35,25,33,79,1
4221,47,43,28,101,1
975,4,70,58,57,1
3784,29,190,22,51,1
1019,37,190,37,102,1
1144,36,107,82,97,1
3245,3,153,14,177,1
1454,2,101,49,51,1
3414,5,118,73,95,1
4340,18,113,53,79,1
4032,34,144,12,199,1
4373,15,136,37,83,1
4063,40,28,68,52,1
4606,44,107,44,93,1
4763,41,71,79,94,1
3142,1,128,27,130,1
4209,22,92,62,45,1
2124,25,186,93,69,1
334,17,158,72,121,1
4983,33,131,10,110,1
4976,17,173,24,35,1
1237,38,187,36,12,1
4019,5,69,17,127,1
3015,37,99,50,89,1
4369,43,184,54,25,1
833,43,132,11,166,1
999,11,25,1,153,1
3989,12,47,0,18,1
94,44,118,16,27,1
1860,34,169,23,142,1
4616,35,97,36,169,1
2131,39,5,35,119,1
3548,46,167,28,79,1
879,16,124,43,187,1
1959,24,70,83,50,1
2631,31,72,50,161,1
741,14,27,45,12,1
4069,49,108,59,70,1
981,47,152,71,74,1
4986,32,51,71,36,1
3456,43,27,47,174,1
197,13,168,21,176,1
1082,38,96,24,187,1
1361,17,143,72,96,1
437,44,174,80,64,1
3171,36,72,16,167,1
1923,42,159,86,154,1
3638,18,108,23,100,1
965,19,167,2,55,1
1928,7,88,14,15,1
3798,30,166,44,26,1
327,12,2,1,151,1
2027,11,32,9,83,1
1909,29,176,94,99,1
3086,3,55,12,156,1
3421,34,199,62,27,1
4763,34,97,12,10,1
2232,31,87,26,39,1
4725,22,93,67,119,1
1220,2,174,83,135,1
539,27,32,81,62,1
2575,47,45,0,176,1
1232,36,49,42,100,1
4529,32,112,63,156,1
4308,35,12,96,159,1
2538,17,119,46,69,0
1926,34,38,17,92,1
2512,26,130,89,176,1
1680,10,199,15,116,1
337,39,40,58,147,1
4332,9,62,42,92,1
1957,25,136,33,126,1
1211,20,147,43,185,1
179,15,190,76,11,1
2413,40,182,0,34,1
193,49,37,60,21,1
65,27,15,50,149,1
294,11,25,58,23,1
976,16,192,37,42,1
3228,30,140,7,106,1
2226,22,67,91,65,1
936,24,88,47,116,1
390,24,9,18,145,1
2101,36,21,54,67,1
3448,18,160,88,87,1
4000,20,134,84,198,1
355,8,102,18,38,1
957,15,108,14,38,1
2704,13,16,86,85,1
3842,36,51,30,31,1
4092,14,92,98,183,1
1421,47,86,98,11,1
370,47,43,71,12,1
4704,24,33,75,138,1
4109,37,135,93,58,1
1181,24,12,59,60,1
2628,47,19,41,91,1
4092,18,47,50,150,1
3417,32,118,81,186,1
867,35,64,94,189,1
61,20,78,30,15,1
244,42,25,45,68,1
2587,32,199,74,138,1
2892,37,187,24,179,1
2279,37,148,81,90,1
3059,47,181,15,130,1
4801,33,165,59,107,1
2127,1,38,70,34,0
3917,48,100,14,126,1
4923,28,102,80,54,1
493,27,100,75,186,1
347,17,149,74,132,0
4953,46,64,73,91,1
894,15,84,92,53,1
1065,14,105,31,35,1
1434,31,47,17,138,1
1447,34,177,84,79,1
603,3,101,91,18,1
2400,12,101,77,122,1
4566,26,97,91,187,1
1319,24,94,47,134,1
1310,34,178,60,86,1
234,8,127,50,43,1
4613,12,2,46,80,1
2460,9,49,79,125,1
4481,26,188,56,13,1
2259,46,9,76,138,1
3722,38,22,29,112,1
4733,49,23,47,98,1
1931,43,54,36,150,1
4346,19,180,82,51,1
571,21,42,81,100,1
1937,13,178,5,137,1
2602,35,197,25,168,1
3859,3,51,28,154,1
4933,25,111,19,12,0
4205,32,98,36,32,1
4723,21,8,11,198,0
4466,14,39,91,183,1
3529,31,127,17,145,1
1459,8,23,69,149,1
1744,7,57,65,141,1
4714,36,42,72,151,1
576,35,109,29,66,1
2710,19,18,11,106,1
2222,2,50,68,174,1
329,5,90,54,11,1
3014,44,80,38,155,1
4027,2,189,65,140,1
2719,18,46,7,99,1
2943,15,166,48,174,1
1801,16,43,48,126,1
4031,12,178,5,32,1
4819,44,120,74,27,1
2411,36,38,58,188,1
4477,22,6,94,171,1
4181,28,5,9,167,1
1758,40,70,60,6,1
2736,43,141,21,146,1
2945,22,137,32,79,0
4585,4,166,62,56,1
2826,12,32,8,72,1
1169,21,144,35,71,0
3038,27,81,22,50,1
4309,23,96,46,146,0
4293,42,160,30,193,1
244,27,132,84,176,1
712,41,183,66,177,1
529,16,140,10,122,1
4268,32,51,93,5,1
1473,36,28,88,150,1
2758,17,134,91,9,1
3225,18,4,44,136,1
3864,27,117,88,77,1
2064,7,111,60,70,1
3839,41,136,80,179,1
4855,38,29,86,54,1
2493,20,155,61,76,1
961,35,61,99,84,1
3263,47,60,44,142,1
2414,33,190,61,189,1
3679,26,124,38,48,1
3522,24,50,1,114,1
730,24,192,74,28,1
4701,31,46,75,44,1
659,27,175,3,148,1
2206,49,3,20,111,1
3916,9,137,37,131,1
421,2,140,4,45,1
665,6,139,1,121,1
2303,31,102,58,35,1
4992,25,26,34,14,0
4188,16,185,34,135,1
914,45,111,89,24,1
1318,6,83,13,176,1
834,23,80,53,22,1
4621,47,158,40,59,1
4228,5,60,86,197,0
2287,17,133,96,59,1
4104,9,192,76,24,1
4945,26,165,24,47,1
985,13,137,81,82,1
4030,7,159,20,82,1
2388,48,194,88,133,1
375,40,80,49,14,1
1584,18,88,63,118,1
3530,37,106,11,59,1
3911,45,170,30,94,1
2035,24,80,75,27,1
4982,32,148,30,124,1
4653,7,77,2,12,1
2828,20,46,33,191,1
1320,45,191,90,92,1
690,34,17,46,141,1
4753,19,117,20,86,1
4128,46,149,20,74,1
4711,14,20,0,5,1
1417,32,50,28,47,1
4092,9,87,78,172,1
2625,36,144,29,20,1
3653,49,125,68,132,1
1631,26,11,86,92,1
2036,20,195,51,144,1
2290,29,186,1,139,1
4016,16,146,67,83,1
2155,31,109,57,149,1
178,24,177,1,55,1
4851,30,155,89,172,1
4046,8,154,32,74,1
901,26,108,91,175,1
4153,15,97,66,15,1
2126,10,58,93,136,1
3044,36,101,38,160,1
3794,39,83,72,182,1
2806,24,9,19,72,1
1694,49,8,39,113,1
4421,8,84,80,157,1
3194,1,92,40,159,1
292,10,24,19,64,1
4135,47,45,77,61,1
220,23,188,13,33,1
702,38,10,60,68,1
3562,10,120,42,124,1
1549,33,12,66,195,1
2149,31,59,63,69,1
2208,38,82,9,81,1
2022,13,127,2,10,1
3975,35,104,13,124,1
2308,44,23,72,82,1
4089,47,189,32,100,1
2085,32,166,32,118,1
3321,22,104,51,132,1
907,7,94,15,48,1
3873,6,55,70,32,1
1099,41,117,83,66,1
4040,16,53,91,136,1
348,12,139,43,66,1
973,9,186,93,9,1
4282,40,39,59,32,1
4356,5,95,59,17,1
2849,3,16,25,181,1
4925,36,158,38,130,1
4112,43,13,51,71,1
4095,10,120,58,90,1
1852,8,92,89,24,1
2763,9,116,38,124,1
4556,13,99,73,86,1
2903,19,114,81,193,1
2707,23,182,27,77,1
4572,43,146,40,79,1
3396,24,178,71,126,1
1521,3,29,39,172,0
2999,33,132,3,18,1
991,23,191,14,15,1
1957,14,37,20,34,1
4887,19,36,78,5,1
1293,33,148,50,65,1
4473,23,19,59,78,1
1516,27,167,75,57,1
4007,12,7,68,115,1
2016,46,27,66,167,1
425,47,116,70,156,1
312,7,158,73,154,1
4412,36,77,65,189,1
3438,46,97,10,69,1
3445,18,125,33,107,1
1994,16,36,44,16,1
1943,14,100,20,20,1
3684,21,24,2,77,1
1702,43,64,53,39,1
4191,27,97,41,90,1
3942,25,153,86,78,1
649,38,86,49,197,1
4865,15,139,11,17,1
1962,10,193,57,102,1
1342,30,38,32,156,1
650,44,92,3,148,1
430,9,89,69,129,1
4263,28,144,85,191,1
3687,49,175,72,186,1
2213,18,137,31,36,1
4405,11,21,0,33,1
1148,38,142,42,177,1
415,2,21,57,131,1
2620,22,170,99,61,1
3469,23,21,4,92,1
2526,20,66,34,33,1
840,45,147,55,161,1
3619,29,20,19,28,1
796,26,3,29,194,1
362,41,163,0,165,1
4683,12,83,50,175,1
970,48,143,61,128,1
1127,29,146,99,35,1
2879,19,150,53,18,1
2431,34,57,49,169,1
3668,48,59,90,77,1
847,27,59,57,149,1
4493,30,17,14,181,1
322,37,11,65,172,1
3060,31,130,8,22,1
4865,28,138,39,35,1
1823,25,111,31,166,1
2597,49,17,4,153,1
3214,6,90,34,23,1
4830,7,47,72,74,1
4767,6,119,46,181,1
996,35,195,7,90,1
2715,25,166,66,107,1
556,21,51,66,63,1
293,47,124,66,198,1
555,48,22,96,137,1
4567,17,105,18,58,1
3208,41,59,47,178,1
3640,26,102,95,63,1
1922,41,10,93,5,1
3843,17,33,42,174,1
1242,7,121,78,116,1
4475,25,6,93,78,1
4795,34,159,57,50,1
1514,26,26,71,121,1
440,6,141,3,159,1
4526,10,144,66,65,1
3427,17,36,92,59,1
4887,14,36,21,37,1
4965,3,45,87,156,1
722,48,25,6,101,1
2610,16,112,11,100,1
1261,5,152,63,153,1
979,48,147,99,20,1
1589,23,193,2,55,1
962,27,157,12,109,1
693,5,93,95,50,1
4572,37,45,8,49,1
551,38,190,29,142,1
779,18,43,61,141,1
1333,12,17,94,22,1
2168,21,103,42,79,1
4602,7,188,69,39,1
4436,17,25,11,111,1
3886,42,97,86,181,1
969,9,34,56,40,1
4100,41,169,46,26,1
2389,24,142,79,70,0
805,11,112,15,71,1
1919,25,57,84,114,1
4522,46,154,99,82,1
557,37,18,57,5,1
1486,7,148,13,128,1
2625,17,199,5,144,1
3476,41,30,71,120,1
608,19,157,64,148,1
3152,21,109,83,113,1
4566,45,66,25,194,1
3672,9,140,7,170,1
4449,45,149,69,61,1
4107,46,34,5,75,1
3765,8,38,26,98,1
1351,46,97,80,78,1
2205,45,70,51,34,1
742,27,188,28,182,1
4400,23,85,48,44,1
1528,10,121,20,167,1
306,2,184,67,199,1
2480,44,187,65,199,1
491,48,184,83,79,1
1931,7,92,62,18,1
2696,2,58,0,39,1
3870,16,73,8,47,1
4727,6,106,30,191,1
1785,16,74,67,156,1
3785,25,55,67,39,1
2695,45,29,6,185,1
68,10,112,87,61,0
1174,9,83,78,184,1
4035,32,118,80,146,1
2704,32,32,97,56,1
2130,2,12,30,143,1
1597,21,152,8,151,1
911,48,116,91,36,1
204,3,170,49,133,1
3544,34,193,4,166,1
954,29,175,38,24,1
1319,42,115,32,195,1
454,20,171,30,41,1
893,23,42,2,31,1
1832,37,118,2,64,1
1614,8,174,0,108,1
1234,44,13,12,148,1
796,36,29,72,78,1
1775,14,130,4,193,1
3238,23,127,6,75,1
320,27,185,46,48,1
4915,15,192,6,146,1
4006,35,40,65,116,1
221,22,139,58,163,1
323,47,51,0,111,1
2356,36,179,65,180,1
1208,15,133,29,97,1
1756,32,183,39,168,1
1821,41,177,24,86,1
471,18,195,80,107,1
1259,45,182,36,116,1
4725,31,82,4,26,1
940,41,94,4,184,1
4867,36,149,38,99,1
3317,25,75,86,8,1
1523,45,77,58,105,1
3293,10,60,39,96,1
4528,40,67,16,176,1
2231,14,144,80,93,1
1499,48,26,53,13,1
3146,26,4,62,137,1
3306,19,101,44,70,1
3206,30,90,68,84,1
1640,39,102,26,103,1
4289,12,143,38,111,1
4031,31,149,79,101,1
1485,45,188,45,91,1
273,47,41,65,84,1
269,47,77,60,121,1
4324,18,166,42,46,1
1704,2,58,4,94,1
4578,14,18,10,60,1
314,20,48,65,93,1
1003,39,64,94,63,1
4574,20,48,0,9,1
3783,34,75,79,114,1
2824,34,90,32,66,1
3174,37,105,17,131,1
529,3,65,91,43,1
3564,35,193,33,43,1
1403,33,52,22,83,1
3372,19,176,57,12,1
3928,31,135,96,9,1
939,44,190,10,50,1
3904,22,142,40,35,1
974,27,105,33,174,1
2220,38,146,67,94,1
1952,28,141,54,59,1
4923,21,100,59,58,1
2445,20,145,14,120,0
78,38,119,18,185,1
84,13,165,27,124,1
3639,29,177,27,152,1
2720,21,138,74,193,1
3415,42,80,70,143,1
638,33,23,81,97,1
3268,32,143,14,74,1
3188,48,71,81,88,1
953,46,163,9,29,1
4136,28,79,27,191,1
2219,14,186,11,159,1
389,42,171,63,197,1
4320,22,152,44,42,1
1764,37,39,15,159,1
4742,34,59,29,84,1
4596,17,33,34,43,1
606,33,34,66,138,1
3137,33,23,17,150,1
3316,38,56,10,185,1
3617,26,45,35,99,1
2106,39,96,41,113,1
3949,7,149,66,190,1
1066,25,192,7,146,1
2112,48,130,65,47,1
888,30,172,80,195,1
1687,41,9,64,46,1
4371,33,84,14,139,1
3546,39,169,73,62,1
1863,28,79,80,55,1
3529,18,168,2,83,1
1501,10,58,55,137,1
2363,2,79,91,184,1
1564,43,122,80,23,1
1281,43,151,97,166,1
1695,14,69,63,88,1
3049,13,34,67,156,1
3490,1,152,18,172,1
4106,32,154,14,71,1
355,25,72,88,72,1
3586,10,8,79,176,1
1773,15,106,29,46,1
1739,29,120,34,163,1
1567,17,198,46,41,1
3967,42,90,86,118,1
469,40,34,77,161,1
2986,23,180,49,195,1
3912,7,172,56,151,1
4279,36,91,76,116,1
1500,6,82,92,26,1
3146,2,128,23,27,1
3311,45,194,42,66,1
1214,32,153,63,9,1
1919,44,176,24,13,1
1869,5,9,58,93,1
2755,19,144,17,63,1
3565,2,197,67,63,1
1392,43,115,29,148,1
2276,23,25,59,25,1
1129,40,172,75,129,1
4256,4,132,27,8,0
4613,4,95,20,189,1
2829,11,44,51,114,1
2578,46,102,60,126,1
863,41,111,25,24,1
2081,20,164,85,188,1
372,14,41,50,76,1
3019,35,17,59,111,1
953,45,125,40,56,1
1591,14,197,17,14,1
3553,49,19,48,109,1
2703,3,144,29,176,1
2526,15,61,8,136,1
3390,21,11,46,92,1
4293,2,130,62,141,1
1191,21,5,63,59,1
899,10,64,57,83,0
416,27,17,84,45,1
2947,47,101,92,104,1
1139,19,189,36,160,1
4091,12,79,54,97,1
2088,49,87,33,24,1
2910,16,182,98,120,1
4320,8,43,83,34,1
1904,37,82,64,68,1
4733,25,165,95,135,1
544,24,195,80,27,1
3232,47,34,84,152,1
1834,40,194,89,181,1
3560,18,72,32,186,1
3836,21,109,36,189,1
4180,8,156,91,147,1
1048,19,186,27,76,1
4519,49,30,13,32,1
1501,30,60,32,128,1
1801,27,182,90,107,1
2330,36,75,95,39,1
4850,36,85,19,86,1
4708,26,180,11,49,1
2984,20,188,39,116,1
3784,41,49,4,124,1
3396,14,91,93,175,0
1923,33,108,38,192,1
4584,9,173,63,48,1
3853,23,90,90,133,0
2029,45,53,85,161,1
748,30,180,8,156,1
1362,42,192,29,106,1
3012,28,38,93,130,1
2988,31,71,94,89,1
4837,26,4,5,151,1
2350,36,49,99,167,1
3247,47,195,59,19,1
176,36,153,2,142,1
1241,11,85,12,124,1
2689,12,64,61,113,1
4439,45,115,8,45,1
3966,2,24,5,72,1
1416,40,65,31,7,1
1069,4,52,30,50,1
4129,32,179,50,25,1
4564,41,114,85,123,1
4589,34,71,94,39,1
734,5,25,88,109,1
3679,5,197,94,46,1
2937,4,50,81,77,1
1512,41,140,34,16,1
4136,12,20,20,156,0
2311,35,182,48,15,1
4230,37,140,95,137,1
2891,34,156,55,13,1
1817,45,178,65,189,1
4230,28,19,85,106,1
3610,7,182,29,152,1
2162,40,102,80,110,1
4808,11,62,15,92,1
676,44,115,94,182,1
4209,32,7,54,52,1
3464,32,68,60,140,1
1425,31,87,42,85,1
1231,48,93,73,29,1
540,20,169,18,132,1
3779,6,80,66,172,1
3584,49,169,11,93,1
3346,18,82,45,62,1
1990,21,172,97,78,1
4458,3,164,18,135,1
1932,41,58,26,157,1
4958,28,139,22,16,1
3037,28,151,65,33,1
3209,32,87,31,16,1
4825,39,12,64,129,1
4580,24,195,47,143,1
731,7,84,98,173,1
1123,19,35,28,21,1
2437,1,97,68,101,0
2444,33,194,70,51,1
2743,33,172,83,168,1
1420,11,181,0,173,1
4794,23,37,1,159,1
4390,45,24,49,13,1
2206,28,133,70,9,1
2630,47,157,16,46,1
4441,17,51,95,57,1
2209,10,111,11,184,1
3298,8,72,41,147,1
3781,9,18,53,7,1
3879,19,120,55,28,1
1677,8,121,18,170,1
3522,5,104,56,8,1
77,14,157,44,162,1
2035,45,77,9,104,1
4203,33,33,51,41,1
1571,43,41,30,171,1
346,44,1,70,79,1
2231,38,63,69,122,1
3452,12,122,48,157,1
2346,3,82,38,100,1
2647,40,80,55,187,1
951,29,24,7,64,1
1148,22,94,51,149,0
1727,34,169,59,166,1
2931,6,54,41,115,1
4916,35,6,14,67,1
1428,39,186,2,139,1
1298,16,146,26,94,1
3785,31,69,32,198,1
4291,49,75,40,114,1
1314,44,46,92,189,1
1957,15,113,22,169,0
1108,46,120,50,107,1
2799,1,99,35,16,1
2098,44,174,34,55,1
4298,20,138,38,125,1
2526,23,82,45,6,1
4066,20,23,91,163,1
4653,32,37,23,83,1
3247,46,88,15,199,1
4636,48,160,98,142,1
3603,25,161,65,170,1
4490,47,172,32,5,1
1811,8,72,19,162,1
270,33,173,56,109,1
4868,45,143,41,164,1
4673,30,167,69,164,1
2938,3,32,66,148,1
1714,24,104,89,70,0
4036,12,31,95,22,1
4626,31,105,93,147,1
3027,7,196,21,169,1
1921,40,142,55,98,1
1512,17,14,25,38,1
394,10,51,68,15,1
94,15,42,87,160,1
2118,21,106,87,44,1
1564,21,77,25,126,1
2648,29,50,14,105,1
1051,42,31,6,142,1
1083,41,18,29,171,1
2090,1,24,19,144,0
323,21,16,6,24,1
2697,5,139,36,78,1
1829,15,150,65,48,1
4526,46,51,57,19,1
528,26,164,94,30,1
565,11,195,4,179,1
4336,49,14,8,173,1
1241,21,99,40,142,1
2718,46,105,50,59,1
1461,6,83,23,157,1
3330,4,139,58,190,1
321,45,98,3,49,1
192,21,124,37,140,1
3382,17,142,5,11,1
837,31,194,21,66,1
1731,44,109,64,156,1
672,23,78,56,94,1
3891,32,120,93,6,1
3726,44,26,58,112,1
2622,36,77,71,188,1
3310,34,19,23,163,1
4762,6,78,90,161,1
116,38,42,33,43,1
4336,22,106,87,119,1
4666,33,11,26,128,1
1190,11,163,3,147,1
2364,23,170,52,73,0
2582,44,98,86,189,1
3630,36,40,25,165,1
1237,28,118,95,168,1
4521,48,4,35,81,1
4798,19,176,4,8,1
3389,43,97,55,173,1
598,43,138,48,12,1
4137,13,102,37,136,1
122,13,173,23,153,1
248,8,87,29,135,1
3251,43,8,74,68,1
1831,48,103,54,5,1
621,13,76,93,26,1
840,35,18,67,189,1
1688,27,67,33,42,1
1881,11,113,42,155,1
1905,21,132,62,57,1
1224,8,21,45,98,1
3790,42,188,0,172,1
3327,26,73,84,140,1
228,30,44,45,104,1
2294,22,61,77,160,1
4136,49,92,70,15,1
784,39,127,99,46,1
848,10,119,42,172,1
837,26,68,70,110,1
2845,27,120,57,119,1
4354,22,26,33,189,1
4638,13,66,54,33,1
3134,39,85,48,174,1
2968,7,18,99,102,1
781,43,66,46,90,1
1179,42,135,86,87,1
3496,12,126,56,42,1
1655,13,148,67,65,1
3828,12,172,87,146,1
2795,12,121,57,19,1
3220,38,96,16,149,1
4739,3,79,86,89,1
2983,8,58,18,84,1
1265,49,50,39,109,1
374,31,158,27,117,1
1900,13,126,35,127,1
1540,8,176,46,158,1
943,37,71,97,54,1
1440,24,24,22,10,1
3439,28,81,19,39,1
4289,4,103,99,18,1
4529,16,5,1,122,1
2313,18,183,14,180,1
3482,4,1,11,24,1
2421,43,178,92,108,1
3136,40,43,46,73,1
4362,33,125,35,198,1
1565,45,158,27,13,1
2967,27,68,9,33,1
2402,36,197,55,109,1
1217,4,41,8,15,0
160,36,125,15,198,1
4377,13,149,73,173,1
3705,48,20,99,82,1
3843,14,148,15,101,1
1805,42,37,28,54,1
1627,37,81,68,174,1
1346,47,73,87,95,1
