loc,complexity,args,nesting_depth,returns,variables,methods_called,is_smelly
78,34,10,8,12,29,9,1
11,3,2,0,0,3,1,0
20,1,1,1,0,4,2,0
23,3,0,0,2,3,0,0
284,13,11,4,6,27,21,1
29,1,1,2,1,4,3,0
297,38,7,6,13,11,14,1
281,36,7,0,13,0,1,1
29,2,2,0,2,1,2,0
26,1,0,2,1,4,2,0
131,19,5,8,11,28,22,1
74,32,5,8,9,25,10,1
5,4,1,1,0,4,3,0
63,31,7,5,5,7,6,1
149,12,9,7,11,29,10,1
103,21,7,8,8,16,17,1
12,3,1,0,1,3,0,0
106,27,11,6,8,20,24,1
170,32,6,7,14,28,20,1
65,35,8,5,8,14,13,1
153,23,11,7,4,20,9,1
173,26,2,6,2,17,16,1
17,1,0,1,2,4,0,0
259,26,6,6,5,16,11,1
19,3,0,1,1,2,0,0
260,23,9,5,13,20,11,1
193,33,9,5,8,16,22,1
152,12,9,7,10,28,16,1
20,2,1,2,2,2,3,0
124,33,10,9,8,24,11,1
267,23,9,4,10,21,10,1
144,1,9,9,8,14,22,1
53,9,2,7,5,26,9,1
285,30,2,9,13,29,17,1
5,3,1,1,0,3,2,0
171,21,8,3,0,13,23,1
286,17,8,4,10,17,13,1
23,1,1,1,0,2,2,0
9,4,2,2,0,3,2,0
21,2,3,2,0,3,2,0
82,23,5,4,9,20,13,1
20,1,1,1,2,4,3,0
19,1,0,1,0,4,0,0
152,34,7,5,11,16,22,1
19,1,2,2,0,1,0,0
174,20,11,3,6,17,0,1
8,2,2,2,1,4,1,0
28,2,1,1,1,4,1,0
268,24,1,0,12,11,13,1
23,1,3,0,0,2,2,0
13,1,3,0,1,4,2,0
7,1,3,0,2,3,3,0
101,22,9,7,1,27,0,1
6,4,0,0,2,4,3,0
34,18,2,6,0,11,20,1
11,1,2,0,0,2,0,0
54,9,9,0,14,27,14,1
17,3,1,1,1,3,0,0
166,10,7,6,8,19,21,1
233,19,8,9,7,15,20,1
6,4,2,2,1,4,0,0
232,27,8,6,4,10,9,1
28,4,0,2,2,2,3,0
21,4,2,1,0,3,0,0
16,3,2,2,1,2,0,0
9,1,2,2,2,4,2,0
18,1,2,0,1,1,0,0
191,23,10,8,8,15,24,1
247,36,5,8,12,12,23,1
10,3,2,1,1,2,3,0
29,4,0,1,1,2,3,0
115,19,5,9,9,23,15,1
235,23,5,7,13,20,12,1
110,36,7,9,11,15,21,1
84,24,6,7,9,28,17,1
199,18,8,8,5,28,10,1
80,28,11,8,7,19,8,1
187,37,9,4,11,15,13,1
23,2,2,1,2,4,3,0
25,1,2,2,0,3,3,0
22,3,1,0,0,4,3,0
7,1,1,2,0,4,3,0
21,4,1,0,2,4,0,0
123,23,8,7,4,17,11,1
262,39,8,2,5,12,3,1
28,2,2,0,0,1,2,0
26,4,1,1,1,2,2,0
15,1,1,1,0,1,1,0
214,24,8,8,8,22,18,1
18,2,2,0,1,3,0,0
24,3,2,0,2,2,2,0
29,4,0,0,1,2,3,0
5,3,2,1,1,4,1,0
106,14,9,5,7,14,12,1
5,2,1,1,2,1,2,0
151,12,8,6,6,14,16,1
23,4,1,1,1,4,3,0
23,3,1,1,1,2,0,0
147,34,9,7,9,11,19,1
263,38,5,9,14,14,16,1
262,23,5,5,8,14,10,1
9,4,0,2,1,3,2,0
231,20,11,8,14,16,23,1
157,12,9,4,14,21,11,1
62,39,11,4,10,15,8,1
118,22,10,7,7,14,8,1
20,4,3,0,2,1,1,0
282,38,9,4,4,29,20,1
116,21,7,4,13,25,18,1
23,4,3,2,2,2,3,0
152,39,5,7,8,22,8,1
16,3,1,2,2,1,3,0
25,1,0,0,0,4,3,0
105,19,5,6,11,24,21,1
28,3,3,1,2,1,0,0
6,3,3,2,2,2,2,0
200,15,10,7,14,28,16,1
115,15,10,5,13,25,17,1
259,35,8,6,13,27,20,1
95,31,11,7,5,14,11,1
24,1,3,2,1,4,2,0
59,8,2,5,7,26,13,1
15,34,6,7,0,8,5,1
5,4,2,2,2,2,3,0
195,17,5,9,9,20,13,1
12,4,1,1,1,1,1,0
212,35,11,8,4,14,10,1
6,4,0,1,2,3,0,0
23,3,3,0,1,4,0,0
17,1,3,1,1,3,0,0
16,4,3,1,2,1,0,0
245,34,10,0,12,11,16,1
202,13,9,6,4,13,17,1
10,4,3,0,1,2,0,0
24,3,3,2,0,4,1,0
144,30,11,6,9,11,17,1
29,1,3,0,1,2,3,0
20,3,0,1,2,3,0,0
81,10,8,9,8,29,8,1
27,4,3,2,0,2,3,0
16,1,2,2,1,1,2,0
178,33,11,7,12,26,12,1
120,25,6,5,13,15,11,1
144,39,5,7,8,20,16,1
157,33,5,5,14,29,17,1
19,4,3,1,2,3,0,0
5,3,1,2,0,2,0,0
28,4,0,2,2,4,3,0
244,22,5,6,14,21,13,1
254,22,7,6,9,28,17,1
11,1,3,1,1,2,3,0
141,28,11,8,4,14,24,1
142,34,11,7,8,11,20,1
255,37,3,3,0,1,13,1
11,2,2,2,0,3,3,0
84,12,7,9,7,10,18,1
10,3,1,1,1,1,3,0
196,21,11,9,6,22,24,1
253,33,11,4,13,18,10,1
288,21,8,9,5,11,9,1
10,4,0,0,2,2,3,0
199,17,10,9,5,17,23,1
26,2,2,2,0,4,1,0
18,4,1,2,2,1,0,0
233,30,6,5,6,20,24,1
23,3,2,1,1,4,3,0
8,2,2,1,0,1,3,0
44,32,3,2,4,13,18,1
20,2,3,0,0,3,2,0
191,28,6,7,13,14,15,1
177,13,5,7,11,26,18,1
150,39,4,6,0,18,2,1
16,4,0,1,0,3,2,0
226,27,11,5,9,18,16,1
280,29,7,7,5,28,16,1
11,3,0,1,2,2,3,0
152,33,11,7,10,20,12,1
12,2,1,0,2,4,3,0
28,3,1,0,1,1,2,0
25,1,1,2,2,3,2,0
10,2,3,0,1,4,1,0
83,32,7,1,11,18,12,1
27,3,3,2,0,4,0,0
28,3,2,2,0,2,2,0
178,13,10,7,9,25,13,1
11,4,1,0,0,2,3,0
21,4,3,0,0,4,2,0
250,37,11,6,4,23,9,1
27,1,0,0,2,4,2,0
283,25,8,4,5,26,21,1
68,26,3,4,1,8,20,1
109,17,5,6,7,29,8,1
177,11,5,5,8,10,23,1
220,35,3,7,6,10,4,1
100,20,7,8,13,14,18,1
8,1,3,2,1,4,0,0
26,2,0,2,0,3,1,0
289,39,9,5,12,29,14,1
23,4,3,0,2,3,1,0
186,15,8,5,4,14,13,1
280,28,11,6,8,16,20,1
196,19,0,1,14,26,7,1
35,33,9,7,14,8,12,1
15,3,2,0,2,1,0,0
212,14,11,8,6,24,15,1
6,3,1,2,2,1,2,0
15,4,1,1,0,1,3,0
5,4,0,2,2,2,2,0
25,3,2,0,0,3,3,0
80,17,11,8,10,26,21,1
23,1,3,2,0,4,2,0
13,2,2,2,1,3,1,0
5,2,3,2,2,3,0,0
238,22,0,3,8,23,11,1
20,4,2,0,1,2,2,0
22,1,0,1,1,3,2,0
15,4,2,1,2,2,3,0
84,39,9,2,5,14,14,1
21,2,0,0,1,4,2,0
22,2,0,2,2,4,3,0
159,24,5,5,5,16,15,1
259,21,5,4,7,17,13,1
27,3,3,2,1,3,3,0
11,1,1,1,2,1,0,0
67,16,10,5,14,22,17,1
287,37,6,6,12,19,23,1
92,18,9,6,7,13,20,1
8,2,3,1,2,3,3,0
185,33,3,1,5,16,10,1
193,11,7,9,12,15,9,1
20,3,2,2,0,1,1,0
28,1,3,2,0,4,2,0
251,12,5,8,8,18,22,1
143,30,7,8,6,14,10,1
67,20,11,5,9,15,14,1
215,24,6,9,14,21,12,1
117,17,10,6,8,23,13,1
217,10,5,5,9,29,8,1
269,1,2,2,13,28,19,1
159,39,7,8,12,20,13,1
25,4,2,2,2,2,0,0
6,3,0,0,0,1,1,0
23,3,3,2,2,4,1,0
60,6,0,9,8,3,18,1
21,4,1,1,0,3,2,0
141,26,7,6,14,10,19,1
24,2,3,2,2,3,1,0
138,13,2,3,2,0,14,1
9,4,2,1,0,3,3,0
257,14,7,6,1,13,4,1
96,25,8,4,14,19,9,1
99,30,11,9,5,22,20,1
29,2,3,1,0,4,1,0
206,31,11,9,12,23,19,1
12,4,0,2,1,3,0,0
10,3,2,2,1,4,1,0
108,32,11,4,7,27,16,1
124,23,9,5,7,21,10,1
16,4,1,2,2,1,1,0
11,3,3,0,0,4,0,0
12,7,2,5,3,22,12,1
235,21,10,4,8,22,12,1
27,4,1,2,1,2,3,0
9,4,1,1,1,3,1,0
117,32,7,9,4,28,22,1
294,23,6,9,13,13,20,1
245,29,6,7,8,23,21,1
218,8,3,7,0,14,3,1
115,24,7,5,11,27,20,1
22,1,1,1,1,2,0,0
81,28,9,6,6,20,21,1
72,39,10,8,9,11,18,1
294,28,10,7,14,19,14,1
20,3,3,2,1,1,0,0
272,36,6,5,9,28,15,1
140,30,6,4,5,10,17,1
9,3,0,1,1,1,1,0
15,3,3,1,2,3,1,0
74,24,8,8,12,26,22,1
5,3,1,2,2,3,1,0
248,16,10,4,13,15,22,1
28,3,2,2,2,4,0,0
7,1,2,0,0,3,3,0
231,14,7,4,13,23,20,1
287,10,11,8,9,27,15,1
12,1,1,0,2,4,3,0
26,1,0,0,1,1,0,0
6,4,0,2,0,1,3,0
205,33,10,9,12,11,9,1
10,3,1,2,0,1,1,0
18,1,0,0,2,2,2,0
176,12,9,7,5,24,23,1
195,38,6,4,11,24,12,1
21,2,2,0,0,2,1,0
25,4,0,0,1,2,1,0
105,1,7,8,10,21,2,1
28,3,3,1,2,4,0,0
71,30,7,5,14,25,20,1
19,1,2,2,0,1,1,0
25,2,3,1,1,3,1,0
24,3,0,1,0,1,1,0
118,24,11,6,5,24,23,1
81,30,10,6,4,25,18,1
143,24,10,5,11,15,16,1
150,14,11,8,14,17,19,1
79,13,9,7,5,13,20,1
172,18,6,8,6,23,18,1
208,32,7,9,1,3,7,1
5,2,1,1,2,4,3,0
229,30,7,7,6,24,16,1
197,13,5,7,4,25,17,1
147,38,9,5,0,0,17,1
20,2,1,2,2,4,0,0
16,1,3,0,1,2,0,0
101,32,10,8,13,26,21,1
125,16,5,6,5,12,23,1
18,1,2,2,0,3,2,0
21,1,1,2,0,2,0,0
298,18,5,8,13,20,13,1
10,2,0,1,1,4,2,0
23,1,1,2,0,1,0,0
10,3,0,2,0,1,3,0
266,33,2,2,7,17,13,1
24,2,3,1,1,3,2,0
245,14,3,2,13,10,14,1
14,2,1,1,2,1,1,0
253,20,9,8,13,19,22,1
70,32,8,9,4,27,20,1
24,3,0,1,0,1,0,0
80,37,10,6,7,13,20,1
13,1,0,0,1,2,0,0
230,35,8,4,1,26,10,1
6,3,1,0,1,1,2,0
191,4,0,4,1,27,3,1
9,3,1,1,1,4,0,0
18,4,1,0,1,4,2,0
118,23,8,6,7,13,3,1
232,24,11,4,4,12,14,1
201,10,8,8,8,28,14,1
95,13,6,8,13,24,17,1
183,26,7,8,11,16,17,1
201,25,9,7,8,19,20,1
88,11,10,5,9,18,8,1
224,29,8,7,11,27,20,1
14,2,0,0,0,1,0,0
198,18,7,6,4,23,24,1
265,24,5,4,7,14,13,1
82,24,11,7,13,23,13,1
136,23,7,8,12,28,15,1
76,14,5,5,10,24,12,1
144,25,11,6,13,15,21,1
227,31,10,4,6,12,8,1
28,1,3,0,0,4,0,0
221,28,0,1,8,10,1,1
74,10,6,5,7,12,16,1
97,32,6,7,4,3,11,1
141,11,5,4,6,26,22,1
19,3,2,1,1,3,1,0
222,19,5,8,11,24,19,1
219,22,5,6,8,13,8,1
170,38,7,9,13,13,13,1
240,37,5,4,4,16,8,1
146,37,5,9,10,29,11,1
236,34,8,5,7,15,19,1
233,36,7,8,6,14,16,1
200,36,5,4,9,29,24,1
7,2,2,2,1,4,0,0
133,19,5,7,5,12,24,1
282,13,7,4,5,28,16,1
82,38,9,8,14,14,20,1
107,23,3,7,1,14,24,1
21,2,2,2,0,4,1,0
192,13,9,4,8,14,9,1
114,17,11,5,8,15,12,1
254,10,10,9,11,27,13,1
8,3,1,0,1,3,0,0
202,38,6,7,11,18,23,1
7,4,0,2,2,4,3,0
13,1,1,0,2,3,1,0
21,2,1,0,2,1,2,0
125,12,10,7,6,16,14,1
56,11,10,3,7,5,21,1
65,26,7,9,5,17,13,1
18,2,0,0,0,4,3,0
148,18,6,5,13,10,16,1
88,26,8,9,6,13,8,1
7,2,3,0,2,3,3,0
13,3,3,0,0,3,0,0
5,2,1,1,1,1,1,0
14,2,0,2,1,2,1,0
164,32,8,5,7,28,19,1
8,1,0,2,1,3,3,0
162,11,7,8,11,25,16,1
203,34,6,4,12,10,10,1
24,1,0,2,2,3,0,0
15,4,1,1,0,1,3,0
9,3,1,1,2,4,2,0
109,13,10,4,9,11,24,1
104,39,5,8,13,23,8,1
29,3,1,0,0,1,0,0
14,2,3,0,1,3,3,0
186,34,11,7,9,17,11,1
108,15,0,9,0,14,10,1
67,30,10,4,12,24,24,1
299,6,1,9,14,15,5,1
28,3,0,0,0,1,0,0
232,17,4,5,11,4,3,1
5,3,1,2,2,1,2,0
215,19,6,5,12,11,17,1
144,11,11,9,14,27,17,1
117,28,7,7,13,28,9,1
261,39,7,8,4,20,14,1
218,29,10,7,12,9,13,1
22,4,3,0,0,4,1,0
68,18,10,7,13,19,20,1
20,2,2,2,0,2,0,0
137,11,7,7,14,27,12,1
113,16,9,8,12,15,16,1
215,14,8,9,4,21,8,1
280,20,10,7,5,25,16,1
10,20,3,0,3,6,3,1
24,3,0,0,1,3,0,0
21,2,2,1,0,4,3,0
81,10,6,5,6,26,9,1
84,18,7,8,10,14,12,1
29,1,3,1,2,4,0,0
98,27,7,6,10,25,13,1
18,4,2,2,0,2,1,0
6,1,0,1,0,2,3,0
7,1,2,1,2,4,1,0
109,37,7,6,7,15,19,1
283,22,11,8,14,16,16,1
145,23,5,4,8,19,20,1
21,3,0,2,1,2,3,0
9,4,1,0,1,4,0,0
163,10,6,9,13,27,12,1
157,26,7,9,8,29,15,1
22,2,3,2,1,4,1,0
15,2,0,2,2,3,0,0
222,31,8,6,8,18,10,1
22,2,3,1,0,4,0,0
140,34,1,6,12,11,9,1
25,1,3,0,0,1,0,0
9,3,1,2,2,4,0,0
212,10,9,8,4,19,22,1
115,10,6,8,8,20,15,1
174,19,5,5,14,18,16,1
252,36,5,5,14,16,20,1
11,4,1,0,1,4,2,0
136,30,5,4,10,13,18,1
23,1,2,2,2,3,0,0
179,11,10,4,5,26,20,1
22,3,2,2,1,3,0,0
6,4,2,2,2,4,0,0
27,2,2,1,1,4,2,0
188,25,7,5,5,10,8,1
26,4,3,2,2,1,3,0
240,15,6,9,13,19,18,1
22,1,3,2,2,1,3,0
86,29,5,7,11,25,19,1
5,4,1,1,2,2,0,0
219,18,11,5,11,10,10,1
7,3,3,1,1,3,2,0
218,37,10,5,13,25,9,1
25,3,1,2,2,4,3,0
8,4,2,2,1,4,2,0
21,2,3,2,1,3,1,0
5,1,0,2,0,3,3,0
21,2,1,1,0,4,1,0
5,3,3,2,1,4,0,0
152,22,6,9,8,11,14,1
264,18,6,5,14,20,21,1
150,23,5,8,14,17,9,1
15,3,3,1,1,3,1,0
144,21,5,5,11,11,23,1
207,38,9,4,5,22,9,1
29,4,3,0,1,3,0,0
25,1,2,2,1,2,0,0
275,23,11,7,5,11,21,1
280,13,10,9,9,27,11,1
19,2,1,0,1,4,2,0
16,3,2,2,1,4,3,0
164,17,8,9,8,18,13,1
14,1,1,2,0,2,2,0
24,4,1,2,0,2,1,0
22,1,2,1,1,2,3,0
88,35,7,8,8,15,16,1
80,24,10,4,9,21,12,1
17,1,1,0,1,3,3,0
172,39,5,5,11,29,22,1
29,1,1,1,1,3,2,0
23,1,1,0,1,3,3,0
31,4,1,9,3,25,21,1
18,4,0,0,1,2,1,0
211,30,9,6,7,18,22,1
244,22,6,8,7,10,8,1
16,2,0,2,0,3,0,0
112,25,6,9,4,16,20,1
9,4,1,1,0,2,0,0
8,2,1,1,1,1,2,0
20,1,1,1,1,2,0,0
136,34,5,4,10,22,24,1
14,10,0,7,8,26,4,1
26,4,0,1,1,4,3,0
69,24,7,5,6,18,14,1
8,12,1,5,13,12,10,1
5,1,2,2,1,3,2,0
17,3,1,0,2,2,3,0
9,4,3,0,1,4,2,0
96,17,6,8,6,29,8,1
155,12,9,9,6,26,16,1
22,3,3,2,1,4,0,0
71,15,9,1,5,6,0,1
11,2,2,2,0,4,2,0
17,2,2,2,2,4,3,0
21,2,3,1,2,4,2,0
17,2,3,2,2,2,2,0
12,4,0,0,0,3,0,0
26,4,0,2,2,3,2,0
261,38,8,4,14,18,13,1
154,26,8,5,11,23,17,1
21,3,0,2,0,4,1,0
197,37,9,8,7,28,23,1
21,4,0,1,1,4,1,0
7,1,0,0,2,1,1,0
231,12,11,6,14,19,11,1
36,12,11,6,8,9,7,1
22,3,2,0,2,1,2,0
17,3,0,1,1,2,2,0
9,1,3,2,2,2,0,0
173,10,8,8,7,18,20,1
200,24,9,8,13,11,9,1
235,26,9,9,5,20,10,1
26,2,0,0,1,2,1,0
105,27,11,8,4,29,21,1
220,6,11,1,13,24,16,1
60,14,11,6,10,23,20,1
132,26,8,5,7,10,23,1
228,35,7,6,8,20,24,1
10,1,1,1,1,4,2,0
248,37,11,0,11,27,6,1
7,1,3,0,1,4,1,0
21,3,1,1,0,2,0,0
86,13,9,4,5,29,21,1
133,37,9,6,9,28,8,1
76,34,8,8,12,16,18,1
147,36,5,9,3,9,23,1
11,3,2,1,0,4,1,0
267,37,8,5,5,17,14,1
82,39,9,9,13,23,17,1
81,12,11,5,14,22,16,1
141,39,7,8,9,13,19,1
21,3,2,1,1,1,3,0
236,10,10,5,10,21,15,1
170,31,1,3,7,18,17,1
5,2,2,1,0,1,2,0
63,15,5,3,10,15,8,1
102,18,11,9,12,17,9,1
23,1,0,1,0,4,0,0
110,22,5,5,10,22,22,1
10,4,1,0,1,3,2,0
21,3,3,0,0,3,0,0
19,3,2,1,1,4,2,0
17,1,3,0,1,4,3,0
255,10,7,4,13,24,10,1
259,39,5,4,7,24,9,1
16,1,3,0,2,3,2,0
9,2,2,2,0,3,2,0
26,2,1,2,1,1,3,0
147,12,9,7,9,13,23,1
264,11,11,4,8,28,8,1
7,3,0,0,0,1,3,0
163,31,2,9,7,8,16,1
232,28,11,5,9,28,22,1
8,2,1,2,2,3,2,0
20,4,0,0,2,3,0,0
23,2,1,0,0,2,0,0
222,35,8,9,14,27,22,1
205,15,11,5,4,29,10,1
206,25,6,9,7,22,14,1
103,34,6,9,10,28,23,1
17,3,1,1,0,1,3,0
218,35,8,5,11,27,12,1
20,2,0,0,1,4,3,0
172,36,10,7,13,13,19,1
10,1,1,1,2,1,0,0
63,13,6,8,12,19,22,1
107,28,8,2,0,26,18,1
107,22,9,5,5,18,16,1
292,23,9,9,12,11,21,1
25,4,3,2,0,4,1,0
27,3,3,0,1,4,1,0
10,3,3,1,2,3,2,0
67,27,5,8,13,15,15,1
21,2,3,2,2,4,3,0
7,3,1,1,0,2,2,0
29,3,0,0,1,3,3,0
91,1,4,8,3,12,8,1
24,4,3,1,0,1,2,0
132,25,9,9,6,29,11,1
128,29,5,9,4,10,10,1
15,2,1,1,1,3,3,0
5,4,2,2,0,4,2,0
278,37,5,7,11,12,12,1
24,2,3,0,0,3,0,0
208,39,7,8,4,26,14,1
28,3,0,0,2,3,2,0
101,21,5,8,7,27,8,1
105,32,11,8,9,28,14,1
14,18,5,2,1,19,0,1
113,15,10,8,12,13,10,1
141,38,6,9,11,12,13,1
286,28,6,7,6,26,13,1
10,4,3,1,2,2,1,0
70,22,8,9,7,10,15,1
15,8,11,0,3,25,22,1
22,1,2,0,1,3,1,0
12,1,3,0,1,2,0,0
161,26,6,8,7,15,21,1
175,37,8,6,13,25,24,1
143,38,10,5,5,25,17,1
14,3,1,0,0,1,3,0
276,13,5,5,7,12,18,1
111,38,7,7,12,18,9,1
26,3,3,1,0,2,0,0
222,10,8,9,13,22,23,1
12,3,0,1,2,2,1,0
220,10,5,7,5,21,13,1
112,23,10,5,6,14,10,1
70,24,10,6,4,25,19,1
10,4,1,2,0,1,1,0
27,3,3,2,1,3,3,0
90,16,8,6,6,23,24,1
152,20,8,6,14,17,15,1
8,3,3,2,2,2,1,0
21,1,1,2,2,1,2,0
203,28,5,1,14,21,9,1
24,3,3,1,1,3,3,0
168,23,6,8,4,16,15,1
17,4,0,1,1,4,2,0
21,2,1,1,0,1,2,0
290,35,5,4,9,18,21,1
25,1,2,1,0,1,1,0
16,2,2,1,0,3,1,0
93,31,6,5,14,15,16,1
125,39,6,7,4,14,20,1
215,5,0,4,10,6,2,1
293,24,11,6,6,18,23,1
28,1,2,0,1,2,0,0
5,4,3,1,0,3,0,0
5,2,0,0,0,2,0,0
200,18,9,7,11,26,19,1
27,2,2,1,2,3,3,0
71,22,6,8,7,13,10,1
64,29,3,4,7,22,12,1
280,22,11,8,11,20,14,1
9,3,2,0,1,1,1,0
24,2,0,0,1,3,0,0
29,3,0,0,1,4,2,0
281,19,11,7,13,29,15,1
15,2,0,1,1,4,2,0
69,11,7,9,12,16,11,1
229,37,10,9,10,19,14,1
271,18,9,1,2,14,2,1
17,3,3,0,0,1,3,0
21,4,0,1,0,1,0,0
264,38,5,5,14,22,18,1
22,4,1,0,2,2,1,0
20,4,0,0,2,2,0,0
276,22,9,9,8,11,16,1
274,28,7,4,10,10,10,1
22,2,0,0,1,4,0,0
23,3,3,0,0,3,3,0
29,4,0,0,2,4,1,0
8,2,1,2,1,4,2,0
121,22,9,5,9,27,22,1
153,12,6,4,5,19,17,1
28,4,1,1,2,1,1,0
25,4,2,2,1,3,0,0
216,21,6,8,12,12,10,1
26,3,0,2,1,1,1,0
10,1,1,2,0,2,0,0
141,17,9,9,11,21,21,1
6,1,0,1,0,2,3,0
294,32,5,5,9,24,21,1
161,18,8,6,14,27,10,1
286,10,10,4,6,21,15,1
117,16,8,9,11,29,20,1
24,2,1,2,1,4,3,0
12,4,3,1,1,4,1,0
151,10,5,4,8,20,12,1
159,25,10,5,7,15,19,1
28,2,0,2,0,1,2,0
7,4,1,1,1,4,2,0
159,22,6,4,4,17,19,1
25,1,3,0,0,1,1,0
268,19,6,9,8,21,18,1
10,7,3,1,8,1,1,1
223,29,6,6,5,13,10,1
262,5,2,0,0,17,21,1
24,1,0,0,1,3,0,0
264,16,7,4,11,25,8,1
154,28,9,5,7,23,8,1
21,4,3,0,1,2,1,0
270,6,7,2,8,9,13,1
107,12,5,7,12,18,21,1
19,2,1,0,1,3,2,0
299,18,7,6,10,20,21,1
28,2,2,1,2,3,1,0
281,16,9,4,12,25,21,1
19,4,2,1,0,2,0,0
108,39,10,4,5,10,17,1
19,1,0,2,0,1,1,0
16,2,2,2,0,2,3,0
108,17,2,6,1,13,20,1
9,1,2,2,1,2,3,0
197,25,5,8,10,29,22,1
22,3,3,2,1,1,3,0
22,1,2,0,2,4,0,0
26,3,3,2,2,2,2,0
5,3,3,1,0,1,0,0
164,36,1,7,1,11,16,1
28,2,3,0,2,1,2,0
28,4,1,0,2,1,1,0
7,1,2,0,2,1,1,0
251,17,8,8,10,23,24,1
6,4,1,2,2,3,1,0
73,25,8,8,13,14,19,1
111,10,5,6,9,27,11,1
217,30,9,6,13,12,17,1
11,3,0,1,2,2,2,0
277,35,9,7,8,10,14,1
160,30,7,9,13,19,20,1
230,29,1,3,12,28,13,1
291,13,5,6,1,26,16,1
184,35,10,6,12,20,9,1
219,19,7,4,13,10,16,1
14,3,0,2,1,3,3,0
28,1,1,2,0,4,1,0
13,1,1,0,0,1,3,0
277,37,6,5,9,19,15,1
136,31,11,7,12,10,22,1
46,39,5,2,3,0,2,1
18,2,2,2,1,3,2,0
22,3,3,1,0,3,2,0
12,2,2,1,0,4,0,0
182,10,7,9,6,22,9,1
215,3,7,5,11,24,17,1
29,2,0,2,0,3,1,0
97,15,11,4,13,29,12,1
227,31,10,5,11,25,9,1
197,10,7,7,9,29,21,1
76,12,7,8,12,19,24,1
282,22,11,6,4,26,18,1
247,15,11,0,12,18,7,1
19,2,3,1,0,2,1,0
17,4,2,2,1,4,2,0
68,28,5,7,14,27,8,1
9,3,2,0,2,2,3,0
269,10,11,5,11,16,18,1
9,3,2,0,2,3,1,0
10,4,3,0,1,1,3,0
200,36,7,8,8,23,21,1
98,21,10,5,8,20,14,1
23,4,2,0,2,2,0,0
98,36,5,7,6,22,13,1
293,30,5,8,6,12,21,1
192,31,11,9,12,23,12,1
87,17,10,8,12,16,8,1
266,15,9,9,10,22,13,1
73,21,6,4,11,17,16,1
182,22,9,9,12,16,21,1
99,22,6,9,9,28,15,1
14,4,2,0,1,1,3,0
200,15,10,4,10,14,24,1
11,3,0,0,0,2,2,0
45,22,4,0,5,3,10,1
28,4,1,1,1,4,2,0
250,14,11,4,4,22,19,1
177,35,10,6,11,20,14,1
87,22,9,4,8,29,22,1
13,2,2,0,0,3,1,0
134,35,9,8,7,29,20,1
97,11,5,9,4,20,20,1
29,4,1,1,1,3,0,0
161,13,4,2,12,13,24,1
102,2,9,1,3,25,18,1
16,1,2,2,2,4,3,0
27,1,2,1,1,4,0,0
15,3,3,2,2,1,0,0
146,39,10,6,10,25,16,1
106,18,11,9,11,23,16,1
9,3,3,2,2,3,1,0
274,35,6,7,7,20,11,1
248,11,11,8,8,1,7,1
116,28,5,7,13,29,21,1
272,16,5,2,3,4,24,1
15,2,3,1,1,1,1,0
82,21,5,4,10,22,18,1
263,13,5,7,4,19,14,1
24,2,1,0,2,2,1,0
91,17,6,9,5,11,22,1
26,1,1,1,2,4,0,0
18,4,1,2,2,2,3,0
108,34,3,2,11,17,1,1
14,1,1,0,1,3,1,0
82,30,9,5,14,15,24,1
24,2,0,0,2,3,2,0
18,4,0,0,0,4,0,0
151,12,5,6,12,21,19,1
17,3,3,1,0,2,1,0
293,23,9,8,6,16,19,1
268,20,7,5,12,27,9,1
26,3,3,1,0,1,2,0
177,20,5,5,12,12,20,1
11,3,1,0,2,2,0,0
10,4,2,1,2,2,1,0
133,30,7,9,4,16,21,1
161,25,9,4,10,12,10,1
138,28,8,8,13,18,10,1
284,28,10,9,8,27,19,1
22,4,1,2,1,3,1,0
17,2,0,1,2,3,0,0
25,1,2,1,0,4,3,0
265,26,10,7,10,16,14,1
106,25,6,4,13,22,23,1
22,3,2,0,0,3,2,0
23,3,1,1,2,3,0,0
85,11,5,8,14,26,9,1
10,4,2,1,2,1,0,0
291,12,7,4,9,13,10,1
178,24,5,9,11,18,12,1
97,17,2,3,13,26,1,1
17,2,3,2,0,3,1,0
218,36,7,7,5,15,16,1
68,34,11,7,9,23,8,1
20,2,2,2,2,1,0,0
9,4,1,1,0,4,2,0
236,24,7,5,12,14,10,1
288,16,1,8,1,2,24,1
91,15,8,9,9,18,19,1
20,4,0,2,0,1,1,0
29,4,3,2,2,4,1,0
271,10,9,8,5,22,10,1
23,1,0,1,2,3,0,0
24,2,3,0,1,3,2,0
12,1,0,0,0,4,1,0
10,1,1,1,0,3,2,0
22,4,1,0,2,4,0,0
10,1,3,1,0,2,3,0
23,2,1,2,0,1,1,0
25,3,2,0,1,3,1,0
15,2,1,0,0,2,3,0
27,2,3,1,0,2,0,0
65,23,10,6,12,12,8,1
22,1,2,0,2,4,3,0
216,31,7,9,13,27,10,1
133,25,11,8,7,21,10,1
14,3,2,0,0,3,3,0
211,16,5,6,10,22,22,1
23,2,1,2,1,2,1,0
104,12,11,4,11,15,21,1
269,31,6,6,6,26,10,1
224,39,11,7,2,9,24,1
110,11,6,6,8,21,14,1
132,25,5,6,6,10,13,1
101,37,10,5,8,24,21,1
28,3,3,1,1,3,1,0
169,34,9,9,9,10,21,1
211,37,6,7,12,25,14,1
21,2,0,1,1,3,1,0
17,2,2,2,0,2,2,0
